username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
TheChosenShogun;2014-01-30 18:45;0;0;"cold sweats. vomitting . scratching. itching.";;;;"429037664512118784";https://twitter.com/TheChosenShogun/status/429037664512118784
kwame_yesu;2014-01-30 17:56;0;0;"@SenaByta @Koo_The_Boy vomitting in chains";;@SenaByta @Koo_The_Boy;;"429025418738298881";https://twitter.com/kwame_yesu/status/429025418738298881
QazzyA;2014-01-30 17:21;0;0;"@realsadmeister tight chest, heavy breathing, coughing up yellow phlegm, can't sleep for about 24h, bad night sweats, vomitting , 1/2";;@realsadmeister;;"429016555377008641";https://twitter.com/QazzyA/status/429016555377008641
daisyzarry;2014-01-30 16:15;0;0;"I've been up all night vomitting and ugh.";;;;"428999914941452289";https://twitter.com/daisyzarry/status/428999914941452289
Damielad;2014-01-30 15:43;0;0;"Uw"@MizBehavee: Aii thanks hun" @Damielad : Take a lil lime"@MizBehavee: I can't eat and I feel like vomitting";;@MizBehavee @Damielad @MizBehavee;;"428991962474364928";https://twitter.com/Damielad/status/428991962474364928
JerryA89;2014-01-30 15:18;0;0;"@Super_apple @ZacProvost theres a story on barstool nyc about the most dramatic subway vomitting incident ever. You could've been famous...";;@Super_apple @ZacProvost;;"428985539824734208";https://twitter.com/JerryA89/status/428985539824734208
QuincyDavidDane;2014-01-30 15:15;0;0;"Cum 2 my chemist leme gv u sm drugs "@MizBehavee: Oshey dear" @QuincyDavidDane :Ohh kpeleh @MizBehavee: I can't eat and I feel like vomitting";;@MizBehavee @QuincyDavidDane @MizBehavee;;"428984800398295040";https://twitter.com/QuincyDavidDane/status/428984800398295040
Damielad;2014-01-30 15:08;0;0;"Take a lil lime"@MizBehavee: I can't eat and I feel like vomitting " @QuincyDavidDane : Explain "@MizBehavee: I'm feeling somehow"""";;@MizBehavee @QuincyDavidDane @MizBehavee;;"428983119489028096";https://twitter.com/Damielad/status/428983119489028096
QuincyDavidDane;2014-01-30 15:08;0;0;"Ohh " kpeleh "@MizBehavee: I can't eat and I feel like vomitting " @QuincyDavidDane : Explain "@MizBehavee: I'm feeling somehow"""";;@MizBehavee @QuincyDavidDane @MizBehavee;;"428983000756666368";https://twitter.com/QuincyDavidDane/status/428983000756666368
JideWestwood;2014-01-30 15:07;0;0;"Sorry "@MizBehavee: I can't eat and I feel like vomitting " @QuincyDavidDane : Explain "@MizBehavee: I'm feeling somehow"""";;@MizBehavee @QuincyDavidDane @MizBehavee;;"428982944846594048";https://twitter.com/JideWestwood/status/428982944846594048
Lecoushe;2014-01-30 15:07;0;0;"How many months ? "@MizBehavee: I can't eat and I feel like vomitting " @QuincyDavidDane : Explain "@MizBehavee: I'm feeling somehow"""";;@MizBehavee @QuincyDavidDane @MizBehavee;;"428982863002742784";https://twitter.com/Lecoushe/status/428982863002742784
lanaarenee;2014-01-30 15:00;0;0;"@whiteyburr * vomitting *";;@whiteyburr;;"428980975595696129";https://twitter.com/lanaarenee/status/428980975595696129
loren_ware;2014-01-30 14:58;1;2;"@bayleeehensonn @kelsey1212 * vomitting * #gayestcoupleontwitter";;@bayleeehensonn @kelsey1212;#gayestcoupleontwitter;"428980488133697537";https://twitter.com/loren_ware/status/428980488133697537
ThatOneWIGuy;2014-01-30 14:48;0;0;"@GordaChula826 Mom had one bout of vomitting ...she was making a roast, to this day I can't stand the smell of it cooking so I'm wondering if";;@GordaChula826;;"428978074516869120";https://twitter.com/ThatOneWIGuy/status/428978074516869120
ThatOneWIGuy;2014-01-30 14:43;0;0;"@GordaChula826 Weird question. Was the smell of fish (The way your making it) one of the things that induced vomitting when you were preggo";;@GordaChula826;;"428976823267905536";https://twitter.com/ThatOneWIGuy/status/428976823267905536
Arelisssx3;2014-01-30 14:18;1;2;"My boyfriend fucking farts in the room & leaves me here to die -.- feel like vomitting !";;;;"428970372697165824";https://twitter.com/Arelisssx3/status/428970372697165824
cherokeechic88;2014-01-30 13:53;0;0;"So after having a night like last night (pain/ vomitting ), the drs pull my IV pain and nausea meds and prescribe... http:// fb.me/6jYRLhwAm";;;;"428964077411762176";https://twitter.com/cherokeechic88/status/428964077411762176
Badriahbakar;2014-01-30 12:16;0;0;"Seeing kids everywhere, babies crying, vomitting and such... I plan on not having kids til I'm in my late 20's.";;;;"428939823026425856";https://twitter.com/Badriahbakar/status/428939823026425856
damienchx;2014-01-30 12:11;0;0;"Feel like vomitting";;;;"428938516383289344";https://twitter.com/damienchx/status/428938516383289344
FarahAinAziela;2014-01-30 12:01;0;0;"Nda sedar its 1am ody. Sigh. I need sleep. Roadtrip tomorrow. Don't wanna be vomitting along the way.";;;;"428936088011292672";https://twitter.com/FarahAinAziela/status/428936088011292672
ditta_ariska;2014-01-30 11:57;0;0;"Kontan vomitting awakk hahahahahahahah (ʃ⌣ƪ)";;;;"428934927535448064";https://twitter.com/ditta_ariska/status/428934927535448064
KaterinaC93;2014-01-30 11:50;0;1;"Almost unfollowed u stop vomitting on my tl @TomClancy";;@TomClancy;;"428933343351013376";https://twitter.com/KaterinaC93/status/428933343351013376
1015rannsel;2014-01-30 11:50;0;0;"Appetite . Vomitting #happy";;;#happy;"428933248060620800";https://twitter.com/1015rannsel/status/428933248060620800
MelRHendrickson;2014-01-30 11:24;0;0;"Looks good. Will be so glad to be back to a normal diet due to nausea & vomitting . http:// fb.me/2WcOW4v5m";;;;"428926733858127872";https://twitter.com/MelRHendrickson/status/428926733858127872
karenleeeeee;2014-01-30 11:23;0;1;"I spent my cny countdown night in the toilet vomitting . Suffered.";;;;"428926520971640832";https://twitter.com/karenleeeeee/status/428926520971640832
Fable_chubb;2014-01-30 10:17;1;0;"LOL HEY DADDY "@DoItLike_boitu: haha :'D I hope its A Girl :p :p RT '' @FablE_chubb : I feel like vomitting . I think I'm pregnant : ( LOL''"";;@DoItLike_boitu @FablE_chubb;;"428909936375234560";https://twitter.com/Fable_chubb/status/428909936375234560
