username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
roisudulana;2016-05-30 19:59;0;0;"for reals I feel like vomiting again";;;;"737433188180451328";https://twitter.com/roisudulana/status/737433188180451328
PigletParker;2016-05-30 19:58;0;0;"I'm sure walruses shouldn't be eating cheese on toast. You'll probably end up vomiting on me in the dream.";;;;"737433086447718400";https://twitter.com/PigletParker/status/737433086447718400
How2WinGameShow;2016-05-30 19:55;0;0;"I've decided that exercising is a bit like vomiting - not much fun at the time, but you always feel way better afterwards.";;;;"737432349386801158";https://twitter.com/How2WinGameShow/status/737432349386801158
BravesSwearJar;2016-05-30 19:53;0;0;"Leading to many a wreck caused by projectile vomiting onto the windshield.";;;;"737431725123510272";https://twitter.com/BravesSwearJar/status/737431725123510272
Saimmaq;2016-05-30 19:46;0;1;"What do I then take for the projectile vomiting and subsequent pulled muscles from retching?";;;;"737430105362825216";https://twitter.com/Saimmaq/status/737430105362825216
BoardsInsider;2016-05-30 19:45;0;2;"A family has a Memorial Day party. 3 hours later, multiple people are having diarrhea & vomiting . Dx? #medschool";;;#medschool;"737429807189856256";https://twitter.com/BoardsInsider/status/737429807189856256
iam_awesome_duh;2016-05-30 19:43;0;0;"ah don't even. I'm dying. I've been vomiting for 3 days, my body is in pain, I have fever and writing this took me 2 hrs.";;;;"737429161346732033";https://twitter.com/iam_awesome_duh/status/737429161346732033
rubyl0pez;2016-05-30 19:41;0;1;"vomiting https:// twitter.com/cuteemergemcy/ status/737409210267381761 …";;;;"737428870870274048";https://twitter.com/rubyl0pez/status/737428870870274048
AboveTopSecret;2016-05-30 19:39;4;4;"west african dies after vomiting on airplane flight to new york #ATS http://www. abovetopsecret.com/forum/thread11 19930/pg1 …";;;#ATS;"737428197130698752";https://twitter.com/AboveTopSecret/status/737428197130698752
Koltreg;2016-05-30 19:30;0;0;"the concept. And people came close to vomiting drinking horchata soda";;;;"737425958374891521";https://twitter.com/Koltreg/status/737425958374891521
Justin_Geldz;2016-05-30 19:28;0;1;"Danny Bonaduce dies and comes back as a vomiting ghost?";;;;"737425606552363008";https://twitter.com/Justin_Geldz/status/737425606552363008
celineagnor;2016-05-30 19:26;1;15;""is it raining or are cicadas vomiting on me?" @maddychaney";;@maddychaney;;"737424975737589769";https://twitter.com/celineagnor/status/737424975737589769
oncologytube;2016-05-30 19:26;0;0;"Chemotherapy-induced nausea and vomiting – a nurse's perspective | Annie Young at UKONS 2015 http:// fb.me/7SziUvRCr";;;;"737424907449962496";https://twitter.com/oncologytube/status/737424907449962496
vomiting_k;2016-05-30 19:25;0;0;"最近アイギスの目が怖い。バレてる気が凄くするけど、どうしようか。";;;;"737424816727195648";https://twitter.com/vomiting_k/status/737424816727195648
tilandherbooks;2016-05-30 19:21;0;2;"I'd like to think my dog for vomiting on me. I'm sure there wasn't any other place for you to do it, right?";;;;"737423805946073088";https://twitter.com/tilandherbooks/status/737423805946073088
grandtheftputo;2016-05-30 19:20;0;0;"I feel like in every buffet bathroom there's always someone shitting or vomiting their soul out";;;;"737423498344202240";https://twitter.com/grandtheftputo/status/737423498344202240
TweetsGreys;2016-05-30 19:17;0;1;"not even exaggerating this is seriously so gross to me I'm vomiting in my mouth";;;;"737422595201634304";https://twitter.com/TweetsGreys/status/737422595201634304
nsfqhh;2016-05-30 19:16;0;0;"feels like vomiting";;;;"737422534614749184";https://twitter.com/nsfqhh/status/737422534614749184
jjhicken;2016-05-30 19:16;0;3;"Thanks Hale Centre Theatre, for changing my ticket. The crawling, vomiting shell of a human I currently am would probably throw off the show";;;;"737422377068331009";https://twitter.com/jjhicken/status/737422377068331009
