username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
samanthaisabelx;2015-07-30 19:15;0;0;"Vomitting ugh";;;;"626893919863730176";https://twitter.com/samanthaisabelx/status/626893919863730176
_retrotoxic;2015-07-30 18:51;0;0;"feel like vomitting";;;;"626887972206415873";https://twitter.com/_retrotoxic/status/626887972206415873
rosefairos;2015-07-30 18:27;0;0;"Feel so sick today .. Feel like vomitting .. #ohgodplsno #iminbussia #tahanrose";;;#ohgodplsno #iminbussia #tahanrose;"626881818722107392";https://twitter.com/rosefairos/status/626881818722107392
Shelley_L_Pavis;2015-07-30 17:55;0;0;"@andrewlx You vomitting after eating a banana";;@andrewlx;;"626873773296365569";https://twitter.com/Shelley_L_Pavis/status/626873773296365569
mc_whoran;2015-07-30 17:47;0;0;"i saw this in life im vomitting everywhere https:// twitter.com/louvelybutt/st atus/626479263798071296 …";;;;"626871726178222081";https://twitter.com/mc_whoran/status/626871726178222081
srsRazzmatazz;2015-07-30 16:10;0;0;"As I typed that last tweet my phone started word- vomitting out unpredictable predictive text, in what I assume is machine solidarity.";;;;"626847422367449088";https://twitter.com/srsRazzmatazz/status/626847422367449088
DocFGeek;2015-07-30 15:38;0;0;"@PandezPanda At least there won't be a drunk lady vomitting on your lap this time.";;@PandezPanda;;"626839323674083328";https://twitter.com/DocFGeek/status/626839323674083328
GraphicsKing209;2015-07-30 15:33;0;2;"I just got a text from someone I don't know. They say, "they're sick and vomitting ." Should I tell them that vomiting only has one T?";;;;"626838034332291072";https://twitter.com/GraphicsKing209/status/626838034332291072
Salgexicon;2015-07-30 15:25;0;0;"I feel like vomitting and crying at the same time... good things usually don't happen to me";;;;"626836030486777857";https://twitter.com/Salgexicon/status/626836030486777857
naaughtyshahid;2015-07-30 15:02;0;0;"@artshowlarry why you vomitting ? you wish ur idols were like shahid?";;@artshowlarry;;"626830263931260929";https://twitter.com/naaughtyshahid/status/626830263931260929
xjuju_buggx;2015-07-30 14:12;0;0;"@MissSooGood @JayKohl67 eww don't say daddy!! #vomitting";;@MissSooGood @JayKohl67;#vomitting;"626817609707749376";https://twitter.com/xjuju_buggx/status/626817609707749376
nerdography;2015-07-30 13:33;0;0;"A: *thousand of word vomitting * B: -read-";;;;"626807966331633664";https://twitter.com/nerdography/status/626807966331633664
Zainubbbbb;2015-07-30 13:08;0;0;"@casim_b Mujhy pata hai vomitting hojayegi mujhy";;@casim_b;;"626801539215003648";https://twitter.com/Zainubbbbb/status/626801539215003648
SolanasBot03;2015-07-30 12:36;0;0;"To call a man a revert is to flatter him; he's a seating, a vomitting allegation.";;;;"626793448549548032";https://twitter.com/SolanasBot03/status/626793448549548032
Reshmi_99;2015-07-30 11:54;0;0;"I feel like vomitting !";;;;"626783024080818177";https://twitter.com/Reshmi_99/status/626783024080818177
lannalovexox;2015-07-30 11:13;0;0;"I SEE MY BABY BIYS TOMORROW AND I MAY OR MAY NOT FEEL LIKE VOMITTING";;;;"626772575465697280";https://twitter.com/lannalovexox/status/626772575465697280
DhashanRaj;2015-07-30 10:32;0;0;"Fuck i feel like vomitting !";;;;"626762339904151552";https://twitter.com/DhashanRaj/status/626762339904151552
kesa_varthini;2015-07-30 08:23;0;1;"Feel like vomitting . Stomach damn pain.";;;;"626729874271547392";https://twitter.com/kesa_varthini/status/626729874271547392
subzero_is2cold;2015-07-30 07:40;0;0;"infected with viruses an bacteria that causes "violent & explosive" crapping and vomitting is repulsive. Why do we even go to (2/3)";;;;"626718930632069120";https://twitter.com/subzero_is2cold/status/626718930632069120
mivicloredo;2015-07-30 07:03;0;0;"Yuck vomitting .";;;;"626709673622786048";https://twitter.com/mivicloredo/status/626709673622786048
Bonusje;2015-07-30 06:49;0;0;"@lawyers4animals @BadboyBNP @reeves3915 roling& vomitting drinking&drugging over the streets now";;@lawyers4animals @BadboyBNP @reeves3915;;"626706286189670401";https://twitter.com/Bonusje/status/626706286189670401
Robiindood;2015-07-30 06:03;0;1;"Poteekk sama ng pakiramdam ko... vomitting is";;;;"626694641446850560";https://twitter.com/Robiindood/status/626694641446850560
Lyanaleeza_Mk;2015-07-30 05:37;0;0;"Vomitting everything";;;;"626687979164045312";https://twitter.com/Lyanaleeza_Mk/status/626687979164045312
femchauv;2015-07-30 05:30;0;1;"I just got a text from someone I don't know. They say they're sick and vomitting . Should I tell them that vomitting only has one T?";;;;"626686187453812736";https://twitter.com/femchauv/status/626686187453812736
okimmizah;2015-07-30 04:45;0;0;"Feel like fucking vomitting";;;;"626675027526578176";https://twitter.com/okimmizah/status/626675027526578176
mitchinsquire;2015-07-30 03:51;0;1;"One time i thought i was vomitting blood, and then i remembered i was drinking kool aid like five minutes earlier";;;;"626661486820093952";https://twitter.com/mitchinsquire/status/626661486820093952
Squigi84;2015-07-30 03:04;0;0;"I was at Walgreen's walking to my car and this chick in the car next to me was vomitting all over the place in the car next to me. Awkward";;;;"626649611793371136";https://twitter.com/Squigi84/status/626649611793371136
tonepark;2015-07-30 02:43;0;0;"Is there a Vomitting Emoji?";;;;"626644178508754944";https://twitter.com/tonepark/status/626644178508754944
tmaree_27;2015-07-30 01:30;0;0;"Headache & feel like vomitting yay";;;;"626625879037194240";https://twitter.com/tmaree_27/status/626625879037194240
jannofur;2015-07-30 00:49;0;0;"rlly feel like vomitting";;;;"626615630905503744";https://twitter.com/jannofur/status/626615630905503744
chris772116944;2015-07-30 00:02;0;0;"@BebeRexah I DONT EVEN WANT TO RT THIS IM FUCKING VOMITTING";;@BebeRexah;;"626603704993460224";https://twitter.com/chris772116944/status/626603704993460224
ErryskaDian;2015-07-29 23:34;0;0;"I feel like vomitting long day today somemore";;;;"626596646126620673";https://twitter.com/ErryskaDian/status/626596646126620673
sydzul26;2015-07-29 23:16;0;0;"Your stupidity amuses me everytime i laugh i feel like vomitting hahahaah";;;;"626592065166520320";https://twitter.com/sydzul26/status/626592065166520320
grandbromantic;2015-07-29 21:53;0;1;"@prettyoddan @larrylilacs IM VOMITTING";;@prettyoddan @larrylilacs;;"626571381489008641";https://twitter.com/grandbromantic/status/626571381489008641
Sara_AShafik;2015-07-29 21:10;1;1;"So let's pray for having a vomitting moment in our memories, where we can get rid of all the unwanted things and save our lives.";;;;"626560464248524800";https://twitter.com/Sara_AShafik/status/626560464248524800
starcatchers_;2015-07-29 20:41;0;0;"@Meepinatorz i get nauseous which eventually leads to vomitting @@";;@Meepinatorz @ @;;"626553051856306176";https://twitter.com/starcatchers_/status/626553051856306176
babyclaudiax;2015-07-29 19:00;0;0;"i feel like vomitting";;;;"626527727978352640";https://twitter.com/babyclaudiax/status/626527727978352640
conmaddgusto;2015-07-29 15:59;0;0;"Feel like vomitting — feeling annoyed";;;;"626482168877985792";https://twitter.com/conmaddgusto/status/626482168877985792
SoaRxHy;2015-07-29 14:37;3;6;"vomitting pic.twitter.com/8hOHxXuW4z";;;;"626461444092108800";https://twitter.com/SoaRxHy/status/626461444092108800
eunhna_08;2015-07-29 12:28;0;0;"Its when you feel like vomitting all the negativities that you feel.. Life will always b full of it (Shit).";;;;"626429198819667968";https://twitter.com/eunhna_08/status/626429198819667968
steelbulwark;2015-07-29 12:05;0;1;"@Idubbbz h-help me. im vomitting internally.";;@Idubbbz;;"626423403357032449";https://twitter.com/steelbulwark/status/626423403357032449
tmnfannxo;2015-07-29 10:59;0;2;""puking ina mo lo" when translated ... vomitting // mum // you // grandfather ... only in the philippines";;;;"626406764364206080";https://twitter.com/tmnfannxo/status/626406764364206080
FHelyani;2015-07-29 10:00;0;0;"@kamaliahkazim hahahahaha tu lahhh pasal. Smua drugs wajib letak nausea vomitting";;@kamaliahkazim;;"626391836475523072";https://twitter.com/FHelyani/status/626391836475523072
ilyhidayati;2015-07-29 09:48;0;0;"I need all the strength i can get. I feel like vomitting";;;;"626388821962178561";https://twitter.com/ilyhidayati/status/626388821962178561
AyoStunner;2015-07-29 09:36;0;1;"I just wasted money on lunch trying "alternative superfood" for lunch and now i just feel like vomitting . I coudn't eat more than 2 spoonful";;;;"626385729925595136";https://twitter.com/AyoStunner/status/626385729925595136
mick4ring;2015-07-29 09:18;0;1;"壮絶路上一直線 vomitting したったｗ";;;;"626381315714080768";https://twitter.com/mick4ring/status/626381315714080768
dinradin;2015-07-29 09:09;0;0;"A killer abs workout right after that. Felt like vomitting right after it ended.";;;;"626378897592987648";https://twitter.com/dinradin/status/626378897592987648
helloimcaseh;2015-07-29 07:47;0;0;"Ed Sheeran is playing rn. I literally feel like vomitting .";;;;"626358464604991489";https://twitter.com/helloimcaseh/status/626358464604991489
AtiqahKhalifa;2015-07-29 07:08;0;0;"headache. feel like vomitting .";;;;"626348584242253824";https://twitter.com/AtiqahKhalifa/status/626348584242253824
DiniAfiqah;2015-07-29 06:59;0;0;"The feelinh of vomitting now. Sigh.";;;;"626346367493935104";https://twitter.com/DiniAfiqah/status/626346367493935104
KapadiaDevanshi;2015-07-29 06:49;0;0;"Maybe google the definition of feminism before word vomitting ? - http:// miss.ml/1I12wLX @MensXP #checkyourselfbeforeyouwreckyourself";;@MensXP;#checkyourselfbeforeyouwreckyourself;"626343744799768576";https://twitter.com/KapadiaDevanshi/status/626343744799768576
Jennanana__;2015-07-29 02:40;0;0;"@5SOS whilst you had us back to our guessing games I was busy vomitting :|";;@5SOS;;"626281053339164672";https://twitter.com/Jennanana__/status/626281053339164672
Lucilleee_;2015-07-29 02:05;0;0;"I honestly feel like vomitting";;;;"626272430252670976";https://twitter.com/Lucilleee_/status/626272430252670976
LisaJP4;2015-07-28 23:24;0;0;"Is this good Karma cause I've been up all night vomitting or";;;;"626231708627693568";https://twitter.com/LisaJP4/status/626231708627693568
SkylarRayne5SOS;2015-07-28 21:28;0;0;"I feel like VOMITTING";;;;"626202666838831104";https://twitter.com/SkylarRayne5SOS/status/626202666838831104
breakaway_fit;2015-07-28 21:11;0;0;"Been a while since I woke up actually vomitting throw back to being 6 or what. *pulls fleece up and dies quietly*";;;;"626198311486291968";https://twitter.com/breakaway_fit/status/626198311486291968
zahiraharizan;2015-07-28 20:08;0;0;"The most hated part of my sickness: vomitting in the morning.";;;;"626182507751325696";https://twitter.com/zahiraharizan/status/626182507751325696
Kimmy_Walker;2015-07-28 19:59;0;2;"Cant believe Big Bang had a freaking New Years Concert at Marina Bay and i was vomitting like an idiot down in puteri harbour.";;;;"626180098794852352";https://twitter.com/Kimmy_Walker/status/626180098794852352
cabEYomyeggo;2015-07-28 19:21;53;22;"idk how to meet fifth harmony without feeling like vomitting and crying on them";;;;"626170712475078660";https://twitter.com/cabEYomyeggo/status/626170712475078660
MicDaMicrophone;2015-07-28 18:22;0;2;"Sorry guys. I'm vomitting constantly and I need to take today off. I'm sorry guys. D:";;;;"626155801346879488";https://twitter.com/MicDaMicrophone/status/626155801346879488
ArachneLabs;2015-07-28 17:47;0;0;"It surprised me that I started to feel sick in the middle of the night. Generally it was like very severe hangover ( vomitting etc.)";;;;"626146902573215746";https://twitter.com/ArachneLabs/status/626146902573215746
arrowaImighty;2015-07-28 17:37;0;0;"THE INTRO IM VOMITTING";;;;"626144405515165697";https://twitter.com/arrowaImighty/status/626144405515165697
saira8123;2015-07-28 17:27;0;2;"@halfmoonhannah @muchpizza im vomitting im so excted fjkknsdnbfsd";;@halfmoonhannah @muchpizza;;"626142011746185216";https://twitter.com/saira8123/status/626142011746185216
Kenzas_Matic;2015-07-28 15:50;0;0;"feeling like vomitting le Kfc";;;;"626117541467959298";https://twitter.com/Kenzas_Matic/status/626117541467959298
raihanahrahmat_;2015-07-28 15:11;0;0;"Why do i feel like vomitting at 3am";;;;"626107698971455488";https://twitter.com/raihanahrahmat_/status/626107698971455488
Man_Like_Marley;2015-07-28 14:38;0;0;"I just got a text from my ex. She said she is sick and vomitting . Should I tell that that vomitting only has one "T"";;;;"626099377556340736";https://twitter.com/Man_Like_Marley/status/626099377556340736
FrizFrizzle;2015-07-28 14:22;0;0;"@Unitrends @thomas__ It's ok, Unitrends. Just keep vomitting out nonsense pop culture references. Man, those Minion things are great!";;@Unitrends @thomas__;;"626095286734168064";https://twitter.com/FrizFrizzle/status/626095286734168064
irmafhatk;2015-07-28 12:55;0;0;"* vomitting red blood cells*";;;;"626073496573997056";https://twitter.com/irmafhatk/status/626073496573997056
MillyBurroughs;2015-07-28 11:32;0;0;"Later today I will, for the first time in my life, be babysitting an actual baby. He's a boy and the last I heard he had mastered vomitting .";;;;"626052558499540992";https://twitter.com/MillyBurroughs/status/626052558499540992
ShakerDee;2015-07-28 10:23;0;0;"@FirstTake 20 minutes in & u guys r still vomitting Brady crap. We've heard enuff. Any other viewer's with me? #Retweet2ShowDissatisfaction";;@FirstTake;#Retweet2ShowDissatisfaction;"626035205040553984";https://twitter.com/ShakerDee/status/626035205040553984
kesa_varthini;2015-07-28 10:05;0;1;"My PREV rt the pimple one..... Fk I feel like vomitting now....... Fk";;;;"626030805865795584";https://twitter.com/kesa_varthini/status/626030805865795584
anaeive;2015-07-28 09:51;0;0;"Why were me having this stomache now?! Vomitting with no food in your stomach is soooo .... Bitter.";;;;"626027123560443905";https://twitter.com/anaeive/status/626027123560443905
0614ft;2015-07-28 09:26;0;0;"i feel like vomitting haha Loving It";;;;"626020866149617664";https://twitter.com/0614ft/status/626020866149617664
otracng;2015-07-28 07:47;9;1;"Headace, Not wanting to eat, vomitting , belly pain, Diarrhea #WorldHepatitisDay #KnowTheRisk #PreventHepatitis @jarumamagazine";;@jarumamagazine;#WorldHepatitisDay #KnowTheRisk #PreventHepatitis;"625996117386375168";https://twitter.com/otracng/status/625996117386375168
Iivingpoetry;2015-07-28 05:41;0;0;"there is an ad about after in a magazine im reading im 2 secs away from vomitting";;;;"625964281771786240";https://twitter.com/Iivingpoetry/status/625964281771786240
clemremade;2015-07-28 05:39;0;0;"not waking up in horrible amounts of pain cured only by vomitting would be super";;;;"625963717402996736";https://twitter.com/clemremade/status/625963717402996736
elorakdshn;2015-07-28 05:05;0;0;"Vomitting + stomach upset. I'm lazy to go to the doctor";;;;"625955123315892225";https://twitter.com/elorakdshn/status/625955123315892225
KerriBadass;2015-07-28 03:36;1;3;"I'm becoming the queen of Vomitting and I just want to die";;;;"625932859115720704";https://twitter.com/KerriBadass/status/625932859115720704
arcitcalum;2015-07-28 03:21;0;0;"@velvetchampagne YUCK IM VOMITTING";;@velvetchampagne;;"625929052973498368";https://twitter.com/arcitcalum/status/625929052973498368
MrJ0LLY;2015-07-28 02:39;0;1;"I just got a text from someone I don't know. They say they're sick and vomitting . Should I tell them that vomitting only has one T?";;;;"625918532543475712";https://twitter.com/MrJ0LLY/status/625918532543475712
royprateek2010;2015-07-28 02:23;1;0;"kangi moron at his best... vomitting https:// twitter.com/MiissTiwari/st atus/625884190051930112 …";;;;"625914349782106112";https://twitter.com/royprateek2010/status/625914349782106112
amitn1;2015-07-28 01:44;0;0;"She texted "I am sick and vomitting ." I replied "Vomiting only has one T." Of course I am single now. via @TheSolutionBaba";;@TheSolutionBaba;;"625904655726350336";https://twitter.com/amitn1/status/625904655726350336
TheSolutionBaba;2015-07-28 01:33;0;0;"She texted "I am sick and vomitting ." I replied "Vomiting only has one T." Of course I am single now.";;;;"625901898906800129";https://twitter.com/TheSolutionBaba/status/625901898906800129
trebleari;2015-07-28 01:15;0;0;"THIS IS SO CUPCAKEY IM VOMITTING CDKNBGDSGJN https:// twitter.com/screamboca/sta tus/625897106583064577 …";;;;"625897396472553472";https://twitter.com/trebleari/status/625897396472553472
zanmahat;2015-07-28 00:44;0;0;"Now feeling a bit okay.. But last night my condition is worst till i coughing non stop.. Somemore feels like vomitting .. Hais..";;;;"625889547960750080";https://twitter.com/zanmahat/status/625889547960750080
Hugesnlfan;2015-07-28 00:35;0;0;"@rudeunicorns viral no doubt! Or after they kiss shots of people vomitting";;@rudeunicorns;;"625887326040780800";https://twitter.com/Hugesnlfan/status/625887326040780800
brayo_Guru;2015-07-28 00:14;0;1;"I just got a text from someone I don't know. They say they're sick and vomitting . Should I tell them that vomitting only has one T?";;;;"625881916911263744";https://twitter.com/brayo_Guru/status/625881916911263744
bwiddymags;2015-07-27 23:01;1;2;"Mom and Catherine are talking about how someone has a large penis and my mom goes "did it hurt? I hope you were lubricated" IM VOMITTING";;;;"625863636007845888";https://twitter.com/bwiddymags/status/625863636007845888
HaroJunky13;2015-07-27 22:15;0;0;"Finally decided to see what all the fucked up humanoids are vomitting .";;;;"625852045212389376";https://twitter.com/HaroJunky13/status/625852045212389376
weedteehee;2015-07-27 21:26;0;0;"Feeling a bit better. Omg the worst asthma attack ever! EVER. Vomitting all day plus asthma is so very tiring.";;;;"625839596341858304";https://twitter.com/weedteehee/status/625839596341858304
katiesmatlin;2015-07-27 21:23;0;3;"@karydegrassi and me, vomitting , in the background";;@karydegrassi;;"625838847344164864";https://twitter.com/katiesmatlin/status/625838847344164864
mikkiminnnn;2015-07-27 21:16;0;0;"Why do I feel like vomitting when i smell curry?";;;;"625837164115333121";https://twitter.com/mikkiminnnn/status/625837164115333121
LadySoulist;2015-07-27 20:45;0;0;"* Vomitting coz i ate too much ughhhh.... i realy need to control my pig out urges, i just aint got the stomach i... http:// fb.me/3QzTadeDD";;;;"625829280266653696";https://twitter.com/LadySoulist/status/625829280266653696
kosherific;2015-07-27 20:26;0;0;"Last time i ate this sandwich i ended up vomitting and i can tell there might be a second performance";;;;"625824560714158080";https://twitter.com/kosherific/status/625824560714158080
